Date/Time,Movement
19-11-2024 07:30,-12.8666666
18-11-2024 07:30,-11.9666666
17-11-2024 07:30,-11.0166666
16-11-2024 07:30,-11.4066666
15-11-2024 07:30,-11.4066666
14-11-2024 07:30,-10.6566666
13-11-2024 07:30,-10.9466666
12-11-2024 07:30,-10.5966666
11-11-2024 07:30,-10.5066666
10-11-2024 07:30,-9.2566666
09-11-2024 07:30,-8.9966666
08-11-2024 07:30,-8.2266666
07-11-2024 07:30,-7.8666666
06-11-2024 07:30,-7.3866666
05-11-2024 08:00,-7.4966666
04-11-2024 08:00,-7.0766666
03-11-2024 08:00,-7.29
02-11-2024 20:00,-6.41
02-11-2024 08:00,-6.45
01-11-2024 20:00,-5.2
01-11-2024 08:00,-6.02
31-10-2024 20:00,-5.31
31-10-2024 08:00,-5.33
30-10-2024 20:00,-2.9
30-10-2024 08:00,-1.62
29-10-2024 20:00,-1.89
29-10-2024 08:00,-0.35
28-10-2024 20:00,-1.02
28-10-2024 08:00,-0.85
27-10-2024 08:00,-1.92
26-10-2024 20:00,-1.62
26-10-2024 08:00,-1.99
25-10-2024 20:00,-0.85
25-10-2024 12:00,-0.9866666
25-10-2024 08:00,-0.99
24-10-2024 20:00,-0.73
24-10-2024 08:00,0.14
21-10-2024 17:00,-1.01
18-10-2024 17:00,-0.99
15-10-2024 17:00,-1.36
12-10-2024 17:00,-0.51
09-10-2024 17:00,-0.82
06-10-2024 17:00,-0.85
03-10-2024 17:00,-1.22
30-09-2024 17:00,-1.48
27-09-2024 17:00,-1.2
24-09-2024 17:00,-1.18
20-09-2024 17:00,-0.98
17-09-2024 17:00,-0.74
14-09-2024 17:00,-0.91
10-09-2024 17:00,-1.02
06-09-2024 17:00,-1.12
02-09-2024 17:00,-0.53
30-08-2024 17:00,-0.3
27-08-2024 17:00,-0.22
24-08-2024 17:30,-0.32
21-08-2024 17:30,-0.55
18-08-2024 17:30,-0.73
15-08-2024 17:30,-0.86
12-08-2024 17:30,0.19
09-08-2024 17:30,0
06-08-2024 17:30,-0.49
03-08-2024 17:30,-0.81
31-07-2024 17:30,-1.81
28-07-2024 17:30,-1.99
24-07-2024 17:30,-0.15
22-07-2024 17:30,-1.14
20-07-2024 17:30,-1.4
18-07-2024 17:30,-0.23
16-07-2024 17:30,-0.51
14-07-2024 17:30,-0.74
12-07-2024 17:30,-0.49
10-07-2024 17:30,-0.93
08-07-2024 17:30,-0.91
04-07-2024 17:30,-0.41
02-07-2024 17:30,-0.09
01-07-2024 17:30,-0.09
30-06-2024 17:30,0.79
26-06-2024 17:30,-0.32
24-06-2024 17:30,-0.43
22-06-2024 17:30,-0.44
20-06-2024 17:30,0.23
18-06-2024 17:30,0.29
16-06-2024 17:30,-0.33
29-04-2024 17:30,0
29-04-2024 17:00,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
