Date/Time,Movement
19-11-2024 20:00,-19.44
19-11-2024 07:30,-19.62
18-11-2024 20:00,-18.76
18-11-2024 14:00,-18.49
18-11-2024 07:30,-18.85
17-11-2024 20:00,-18.84
17-11-2024 14:00,-18.84
17-11-2024 07:30,-18.84
16-11-2024 20:00,-19.34
16-11-2024 14:00,-19.75
16-11-2024 07:30,-18.49
15-11-2024 20:00,-17.94
15-11-2024 14:00,-18.71
15-11-2024 07:30,-18.49
14-11-2024 20:00,-17.34
14-11-2024 14:00,-17.79
14-11-2024 07:30,-18.04
13-11-2024 20:00,-17.46
13-11-2024 14:00,-17.51
13-11-2024 07:30,-18
12-11-2024 20:00,-17.42
12-11-2024 14:00,-17.15
12-11-2024 07:30,-17.57
11-11-2024 20:00,-17.74
11-11-2024 14:00,-17.57
11-11-2024 07:30,-17.45
10-11-2024 20:00,-17.29
10-11-2024 14:00,-17.04
10-11-2024 07:30,-17.09
09-11-2024 20:00,-17.32
09-11-2024 14:00,-16.68
09-11-2024 07:30,-16.51
08-11-2024 20:00,-17.23
08-11-2024 14:00,-16.79
08-11-2024 07:30,-16.22
07-11-2024 20:00,-17.09
07-11-2024 14:00,-16.84
07-11-2024 07:30,-16.77
06-11-2024 20:00,-16.5
06-11-2024 14:00,-16.351
06-11-2024 07:30,-15.23
05-11-2024 20:00,-16.72
05-11-2024 14:00,-16.07
05-11-2024 08:00,-16.05
04-11-2024 23:00,-15.74
04-11-2024 14:00,-16.07
04-11-2024 08:00,-16.07
03-11-2024 23:00,-16.13
03-11-2024 14:00,-16.2
03-11-2024 08:00,-16.11
02-11-2024 23:00,-15.75
02-11-2024 20:00,-14.56
02-11-2024 14:00,-15.24
02-11-2024 08:00,-14.4
02-11-2024 02:00,-14.06
01-11-2024 14:00,-13.69
01-11-2024 02:00,-14.09
31-10-2024 14:00,-13.49
31-10-2024 02:00,-14.62
30-10-2024 14:00,-13.81
30-10-2024 02:00,-13.69
29-10-2024 14:00,-14.11
29-10-2024 02:00,-13.96
28-10-2024 14:00,-13.47
28-10-2024 02:00,-13.1
27-10-2024 14:00,-13.27
27-10-2024 02:00,-13.12
26-10-2024 14:00,-13.31
26-10-2024 02:00,-12.63
25-10-2024 14:00,-12.88
25-10-2024 04:00,-12.31
25-10-2024 02:00,-12.31
24-10-2024 16:00,-12.55
24-10-2024 12:00,-12.47
24-10-2024 11:59,-12.47
24-10-2024 08:00,-12.22
24-10-2024 04:00,-12.28
24-10-2024 00:00,-12.14
23-10-2024 23:59,-12.14
23-10-2024 20:00,-11.96
23-10-2024 16:00,-11.73
23-10-2024 12:00,-11.5
23-10-2024 11:59,-11.5
23-10-2024 08:00,-11.27
23-10-2024 04:00,-10.72
23-10-2024 00:00,-10.32
22-10-2024 23:59,-10.32
22-10-2024 20:00,-9.99
22-10-2024 16:00,-9.31
22-10-2024 12:00,-9.19
22-10-2024 11:59,-9.19
22-10-2024 08:00,-9.27
22-10-2024 05:00,-7.51
22-10-2024 02:00,-8.1
22-10-2024 00:00,-9.19
21-10-2024 23:00,-7.56
21-10-2024 20:00,-7.88
21-10-2024 17:00,-7.6
21-10-2024 14:00,-7.38
21-10-2024 11:00,-7.36
21-10-2024 08:00,-7.89
21-10-2024 05:00,-7.38
21-10-2024 02:00,-7.15
20-10-2024 23:00,-7.16
20-10-2024 20:00,-7.56
20-10-2024 17:00,-7.86
20-10-2024 14:00,-7.67
20-10-2024 11:00,-7.43
20-10-2024 08:00,-7.55
20-10-2024 05:00,-7.43
20-10-2024 02:00,-7.41
19-10-2024 23:00,-7.64
19-10-2024 20:00,-7.29
19-10-2024 17:00,-7.1899999
19-10-2024 14:00,-7.1
19-10-2024 11:00,-7.6599999
19-10-2024 08:00,-7.53
19-10-2024 05:00,-7.41
19-10-2024 02:00,-7.76
18-10-2024 23:00,-7.54
18-10-2024 20:00,-7.14
18-10-2024 17:00,-7.12
18-10-2024 05:00,-7.64
18-10-2024 02:00,-7.54
17-10-2024 23:00,-7.12
17-10-2024 20:00,-7.24
17-10-2024 14:00,-6.99
17-10-2024 11:00,-7.13
17-10-2024 08:00,-7.21
17-10-2024 05:00,-7.15
17-10-2024 02:00,-7.02
16-10-2024 11:00,-6.99
16-10-2024 08:00,-6.29
16-10-2024 05:00,-7.22
15-10-2024 20:00,-6.74
15-10-2024 11:00,-6.85
15-10-2024 08:00,-6.1
15-10-2024 03:00,-7.12
14-10-2024 23:00,-7.15
14-10-2024 20:00,-6.97
14-10-2024 15:00,-7.34
14-10-2024 11:00,-7.08
14-10-2024 08:00,-5.9
14-10-2024 03:00,-6.37
13-10-2024 23:00,-5.82
13-10-2024 20:00,-5.77
13-10-2024 15:00,-5.84
13-10-2024 11:00,-6.09
13-10-2024 08:00,-6.48
13-10-2024 03:00,-6.21
12-10-2024 23:00,-6.21
12-10-2024 20:00,-6.4
12-10-2024 15:00,-6.65
12-10-2024 11:00,-6.09
12-10-2024 08:00,-6.8
12-10-2024 03:00,-6.37
11-10-2024 23:00,-6.5
11-10-2024 20:00,-6.99
11-10-2024 15:00,-6.7
11-10-2024 11:00,-5.84
11-10-2024 08:00,-6.87
11-10-2024 03:00,-6.46
10-10-2024 23:00,-6.35
