Date/Time,Movement
19-11-2024 07:30,0.2433333
18-11-2024 07:30,0.4733333
17-11-2024 07:30,0.5333333
16-11-2024 07:30,-0.2366666
15-11-2024 07:30,-0.2366666
14-11-2024 07:30,0.4533333
13-11-2024 07:30,0.5633333
12-11-2024 07:30,1.0933333
11-11-2024 07:30,0.9233333
10-11-2024 07:30,0.8933333
09-11-2024 07:30,1.4933333
08-11-2024 07:30,1.5333333
07-11-2024 07:30,0.8133333
06-11-2024 07:30,0.6833333
05-11-2024 08:00,0.0233333
04-11-2024 08:00,0.0733333
03-11-2024 08:00,-0.19
02-11-2024 20:00,-0.27
02-11-2024 08:00,-0.19
01-11-2024 20:00,0.15
01-11-2024 08:00,0.3
31-10-2024 20:00,-0.25
31-10-2024 08:00,0.05
30-10-2024 20:00,0.92
30-10-2024 08:00,1.35
29-10-2024 20:00,0.87
29-10-2024 08:00,0.94
28-10-2024 20:00,0.68
28-10-2024 08:00,1.67
27-10-2024 08:00,0.47
26-10-2024 20:00,-0.1966666
26-10-2024 08:00,-0.32
25-10-2024 20:00,0.41
25-10-2024 12:00,0.2433333
25-10-2024 08:00,0.24
24-10-2024 20:00,0.56
24-10-2024 08:00,1.42
22-10-2024 08:00,-0.32
21-10-2024 20:00,1.16
21-10-2024 08:00,1.1
20-10-2024 20:00,0.48
20-10-2024 08:00,0.46
19-10-2024 20:00,0.8933333
19-10-2024 08:00,0.7333333
18-10-2024 20:00,0.83
18-10-2024 08:00,0.77
17-10-2024 20:00,0.47
17-10-2024 08:00,0.05
16-10-2024 20:00,0.31
16-10-2024 08:00,-0.39
15-10-2024 20:00,-0.29
15-10-2024 11:00,0.23
15-10-2024 08:00,0.59
15-10-2024 03:00,-0.23
14-10-2024 23:00,-0.3
14-10-2024 20:00,-0.08
14-10-2024 15:00,-0.39
14-10-2024 11:00,0.11
14-10-2024 08:00,0.85
14-10-2024 03:00,0.65
13-10-2024 23:00,-0.02
13-10-2024 20:00,0.11
13-10-2024 15:00,0.04
13-10-2024 11:00,0.21
13-10-2024 08:00,-0.09
13-10-2024 03:00,0.18
12-10-2024 23:00,0.4
12-10-2024 20:00,0.1
12-10-2024 15:00,-0.11
12-10-2024 11:00,0.21
12-10-2024 08:00,0.74
12-10-2024 03:00,0.48
11-10-2024 23:00,1.05
11-10-2024 20:00,1.04
11-10-2024 15:00,1.02
11-10-2024 11:00,1.75
11-10-2024 08:00,0.44
11-10-2024 03:00,1.07
10-10-2024 23:00,1.11
10-10-2024 20:00,1.13
10-10-2024 15:00,0.94
10-10-2024 11:00,1.27
10-10-2024 08:00,0.81
10-10-2024 03:00,0.87
09-10-2024 23:00,1.06
09-10-2024 20:00,0.85
09-10-2024 15:00,1.53
09-10-2024 11:00,1.91
09-10-2024 08:00,1.23
09-10-2024 03:00,1.65
08-10-2024 23:00,1.58
08-10-2024 20:00,1.52
08-10-2024 15:00,1.46
08-10-2024 11:00,1.52
08-10-2024 08:00,1.58
08-10-2024 03:00,1.74
07-10-2024 23:00,1.8
07-10-2024 20:00,1.11
07-10-2024 15:00,1.43
07-10-2024 11:00,1.73
07-10-2024 08:00,1.33
07-10-2024 03:00,1.95
06-10-2024 23:00,1.63
06-10-2024 20:00,1.17
06-10-2024 15:00,1.59
06-10-2024 11:00,0.82
06-10-2024 08:00,0.45
06-10-2024 03:00,0.38
05-10-2024 23:00,0.61
05-10-2024 20:00,0.65
05-10-2024 15:00,1.33
05-10-2024 11:00,0.72
05-10-2024 08:00,-0.27
05-10-2024 03:00,0.91
04-10-2024 23:00,0.66
04-10-2024 20:00,0.4
04-10-2024 15:00,-0.11
04-10-2024 11:00,0.09
04-10-2024 08:00,0.5
04-10-2024 03:00,0.26
03-10-2024 23:00,0.12
03-10-2024 20:00,-0.05
03-10-2024 17:00,-0.75
30-09-2024 17:00,-1.36
27-09-2024 17:00,-1.12
24-09-2024 17:00,-1.32
20-09-2024 17:00,-0.99
17-09-2024 17:00,-1.15
14-09-2024 17:00,-0.76
10-09-2024 17:00,-1.15
06-09-2024 17:00,-1.02
02-09-2024 17:00,-0.56
30-08-2024 17:00,-0.1
27-08-2024 17:00,-0.33
24-08-2024 17:30,-0.02
21-08-2024 17:30,0.62
18-08-2024 17:30,-0.39
15-08-2024 17:30,-0.06
12-08-2024 17:30,0.08
09-08-2024 17:30,0.04
06-08-2024 17:30,0.52
03-08-2024 17:30,-0.51
31-07-2024 17:30,-0.59
28-07-2024 17:30,-0.23
24-07-2024 17:30,-0.07
22-07-2024 17:30,-0.85
20-07-2024 17:30,-0.92
18-07-2024 17:30,-0.73
16-07-2024 17:30,-0.4
14-07-2024 17:30,0
12-07-2024 17:30,-0.17
10-07-2024 17:30,-0.99
08-07-2024 17:30,-1.01
04-07-2024 17:30,-1.07
02-07-2024 17:30,-0.68
01-07-2024 17:30,-0.68
30-06-2024 17:30,-0.18
26-06-2024 17:30,-0.27
24-06-2024 17:30,-1.11
22-06-2024 17:30,-1.03
20-06-2024 17:30,-0.52
18-06-2024 17:30,-0.91
16-06-2024 17:30,-1.39
