Date/Time,Movement
19-11-2024 07:30,-4.2166666
18-11-2024 07:30,-3.9366666
17-11-2024 07:30,-2.8866666
16-11-2024 07:30,-3.4966666
15-11-2024 07:30,-3.4966666
14-11-2024 07:30,-2.9866666
13-11-2024 07:30,-3.2866666
12-11-2024 07:30,-2.2366666
11-11-2024 07:30,-2.7466666
10-11-2024 07:30,-2.6266666
09-11-2024 07:30,-2.4966666
08-11-2024 07:30,-2.0966666
07-11-2024 07:30,-2.9666666
06-11-2024 07:30,-2.4266666
05-11-2024 08:00,-3.0066666
04-11-2024 08:00,-2.6666666
03-11-2024 08:00,-3.99
02-11-2024 20:00,-2.88
02-11-2024 08:00,-2.71
01-11-2024 20:00,-3.15
01-11-2024 08:00,-3.02
31-10-2024 20:00,-3.59
31-10-2024 08:00,-3.44
30-10-2024 20:00,-2.4
30-10-2024 08:00,-1.62
29-10-2024 20:00,-2.43
29-10-2024 08:00,-2.14
28-10-2024 20:00,-2.24
28-10-2024 08:00,-1.62
27-10-2024 08:00,-2.61
26-10-2024 20:00,-2.9866666
26-10-2024 08:00,-2.99
25-10-2024 20:00,-2.11
25-10-2024 12:00,-2.4866666
25-10-2024 08:00,-2.49
24-10-2024 20:00,-2.09
24-10-2024 08:00,-0.95
22-10-2024 08:00,-1.53
21-10-2024 20:00,0.13
21-10-2024 08:00,-0.17
20-10-2024 20:00,-0.4
20-10-2024 08:00,-0.67
19-10-2024 20:00,-0.3966666
19-10-2024 08:00,-0.4866666
18-10-2024 20:00,-0.49
18-10-2024 08:00,-0.54
17-10-2024 20:00,-0.63
17-10-2024 08:00,-1.04
16-10-2024 20:00,-0.94
16-10-2024 08:00,-1.52
15-10-2024 20:00,-1.11
15-10-2024 11:00,-1.03
15-10-2024 08:00,-0.66
15-10-2024 03:00,-1.61
14-10-2024 23:00,-1.54
14-10-2024 20:00,-1.19
14-10-2024 15:00,-1.5
14-10-2024 11:00,-1.31
14-10-2024 08:00,-0.4
14-10-2024 03:00,-0.63
13-10-2024 23:00,-1.22
13-10-2024 20:00,-1.2
13-10-2024 15:00,-1.11
13-10-2024 11:00,-0.88
13-10-2024 08:00,-0.93
13-10-2024 03:00,-0.99
12-10-2024 23:00,-0.83
12-10-2024 20:00,-1
12-10-2024 15:00,-1.27
12-10-2024 11:00,-0.88
12-10-2024 08:00,-0.14
12-10-2024 03:00,-0.54
11-10-2024 23:00,-0.04
11-10-2024 20:00,-0.28
11-10-2024 15:00,-0.23
11-10-2024 11:00,-0.59
11-10-2024 08:00,-0.77
11-10-2024 03:00,-0.09
10-10-2024 23:00,-0.01
10-10-2024 20:00,-0.12
10-10-2024 15:00,-0.27
10-10-2024 11:00,0.03
10-10-2024 08:00,-0.57
10-10-2024 03:00,-0.08
09-10-2024 23:00,-0.13
09-10-2024 20:00,-0.45
09-10-2024 15:00,0.16
09-10-2024 11:00,0.68
09-10-2024 08:00,0.21
09-10-2024 03:00,0.35
08-10-2024 23:00,0.28
08-10-2024 20:00,0.31
08-10-2024 15:00,0.32
08-10-2024 11:00,0.34
08-10-2024 08:00,0.48
08-10-2024 03:00,0.52
07-10-2024 23:00,0.65
07-10-2024 20:00,-0.23
07-10-2024 15:00,0.81
07-10-2024 11:00,0.51
07-10-2024 08:00,0.11
07-10-2024 03:00,0.68
06-10-2024 23:00,0.46
06-10-2024 20:00,-0.01
06-10-2024 15:00,0.35
06-10-2024 11:00,-0.28
06-10-2024 08:00,-0.83
06-10-2024 03:00,-0.56
05-10-2024 23:00,-0.47
05-10-2024 20:00,-0.39
05-10-2024 15:00,0.04
05-10-2024 11:00,-0.73
05-10-2024 08:00,-1.35
05-10-2024 03:00,-0.24
04-10-2024 23:00,-0.24
04-10-2024 20:00,-0.56
04-10-2024 15:00,-1.19
04-10-2024 11:00,-0.87
04-10-2024 08:00,-1.42
04-10-2024 03:00,-1.63
03-10-2024 23:00,-2.18
03-10-2024 20:00,-2.02
03-10-2024 17:00,-2.34
30-09-2024 17:00,-2.71
27-09-2024 17:00,-2.56
24-09-2024 17:00,-2.74
20-09-2024 17:00,-2.45
17-09-2024 17:00,-2.64
14-09-2024 17:00,-2.26
10-09-2024 17:00,-2.45
06-09-2024 17:00,-2.8
02-09-2024 17:00,-2.32
30-08-2024 17:00,-2.04
27-08-2024 17:00,-2.16
24-08-2024 17:30,-1.68
21-08-2024 17:30,-1.61
18-08-2024 17:30,-2.97
15-08-2024 17:30,-2.03
12-08-2024 17:30,-1.94
09-08-2024 17:30,-1.98
06-08-2024 17:30,-0.72
03-08-2024 17:30,-2.14
31-07-2024 17:30,-2.05
28-07-2024 17:30,-1.69
24-07-2024 17:30,-1.76
22-07-2024 17:30,-1.77
20-07-2024 17:30,-2.08
18-07-2024 17:30,-2.16
16-07-2024 17:30,-1.66
14-07-2024 17:30,-1.35
12-07-2024 17:30,-1.58
10-07-2024 17:30,-1.95
08-07-2024 17:30,-2.86
04-07-2024 17:30,-2.26
02-07-2024 17:30,-1.81
01-07-2024 17:30,-1.81
30-06-2024 17:30,-1.61
26-06-2024 17:30,-1.63
24-06-2024 17:30,-2.32
22-06-2024 17:30,-2.24
20-06-2024 17:30,-1.93
18-06-2024 17:30,-2.25
16-06-2024 17:30,-2.54
