Date/Time,Movement
19-11-2024 07:30,-6.35
18-11-2024 07:30,-5.2599999
17-11-2024 07:30,-4.95
16-11-2024 07:30,-5.34
15-11-2024 07:30,-5.34
14-11-2024 07:30,-4.77
13-11-2024 07:30,-5.03
12-11-2024 07:30,-3.93
11-11-2024 07:30,-4.54
10-11-2024 07:30,-4.8
09-11-2024 07:30,-4.96
08-11-2024 07:30,-4.33
07-11-2024 07:30,-5.27
06-11-2024 07:30,-4.7
05-11-2024 08:00,-5.24
04-11-2024 08:00,-4.8599999
03-11-2024 08:00,-6.2
02-11-2024 20:00,-6.03
02-11-2024 08:00,-5.75
01-11-2024 20:00,-5.2
01-11-2024 08:00,-5.21
31-10-2024 20:00,-5.79
31-10-2024 08:00,-5.73
30-10-2024 20:00,-5.12
30-10-2024 08:00,-4.34
29-10-2024 20:00,-4.98
29-10-2024 08:00,-4.14
28-10-2024 20:00,-4.69
28-10-2024 08:00,-3.98
27-10-2024 08:00,-4.95
26-10-2024 20:00,-5.78
26-10-2024 08:00,-5.6
25-10-2024 20:00,-4.91
25-10-2024 12:00,-4.75
25-10-2024 08:00,-4.75
24-10-2024 20:00,-4.57
24-10-2024 08:00,-3.47
22-10-2024 08:00,-4.16
21-10-2024 20:00,-2.99
21-10-2024 08:00,-2.63
20-10-2024 20:00,-3.42
20-10-2024 08:00,-3.23
19-10-2024 20:00,-3.3799999
19-10-2024 08:00,-3.35
18-10-2024 20:00,-3.25
18-10-2024 08:00,-3.57
17-10-2024 20:00,-3.65
17-10-2024 08:00,-4.87
16-10-2024 20:00,-3.98
16-10-2024 08:00,-4.75
15-10-2024 20:00,-4.12
15-10-2024 11:00,-4.28
15-10-2024 08:00,-3.86
15-10-2024 03:00,-4.26
14-10-2024 23:00,-4.14
14-10-2024 20:00,-3.75
14-10-2024 15:00,-4.19
14-10-2024 11:00,-4.01
14-10-2024 08:00,-3.67
14-10-2024 03:00,-4.33
13-10-2024 23:00,-4.55
13-10-2024 20:00,-4.63
13-10-2024 15:00,-3.9
13-10-2024 11:00,-3.49
13-10-2024 08:00,-3.76
13-10-2024 03:00,-4.26
12-10-2024 23:00,-4.28
12-10-2024 20:00,-4.45
12-10-2024 15:00,-3.92
12-10-2024 11:00,-3.49
12-10-2024 08:00,-3.37
12-10-2024 03:00,-3.82
11-10-2024 23:00,-3.43
11-10-2024 20:00,-3.58
11-10-2024 15:00,-3.53
11-10-2024 11:00,-3.1
11-10-2024 08:00,-3.86
11-10-2024 03:00,-3.54
10-10-2024 23:00,-3.5
10-10-2024 20:00,-3.44
10-10-2024 15:00,-3.36
10-10-2024 11:00,-3.07
10-10-2024 08:00,-3.41
10-10-2024 03:00,-3.43
09-10-2024 23:00,-3.34
09-10-2024 20:00,-3.62
09-10-2024 15:00,-2.72
09-10-2024 11:00,-2.48
09-10-2024 08:00,-2.75
09-10-2024 03:00,-2.9
08-10-2024 23:00,-2.72
08-10-2024 20:00,-3.06
08-10-2024 15:00,-2.77
08-10-2024 11:00,-2.51
08-10-2024 08:00,-2.48
08-10-2024 03:00,-2.08
07-10-2024 23:00,-2.33
07-10-2024 20:00,-2.25
07-10-2024 15:00,-1.85
07-10-2024 11:00,-2.05
07-10-2024 08:00,-1.85
07-10-2024 03:00,-1.59
06-10-2024 23:00,-1.73
06-10-2024 20:00,-2.22
06-10-2024 15:00,-2.02
06-10-2024 11:00,-2.19
06-10-2024 08:00,-1.92
06-10-2024 03:00,-1.62
05-10-2024 23:00,-1.06
05-10-2024 20:00,-1.04
05-10-2024 15:00,-1.03
05-10-2024 11:00,-1.93
05-10-2024 08:00,-1.95
05-10-2024 03:00,-1.96
04-10-2024 23:00,-1.84
04-10-2024 20:00,-1.86
04-10-2024 15:00,-1.79
04-10-2024 11:00,-1.53
04-10-2024 08:00,-0.93
04-10-2024 03:00,-2.24
03-10-2024 23:00,-2.35
03-10-2024 20:00,-2.88
03-10-2024 15:00,-2.54
03-10-2024 11:00,-2.1
03-10-2024 08:00,-1.44
03-10-2024 03:00,-2.48
02-10-2024 23:00,-2.3
02-10-2024 20:00,-2.3
02-10-2024 15:00,-2.11
02-10-2024 11:00,-1.25
02-10-2024 08:00,-1.57
30-09-2024 17:00,-2.45
27-09-2024 17:00,-2.21
24-09-2024 17:00,-2.14
20-09-2024 17:00,-2.65
17-09-2024 17:00,-2.26
14-09-2024 17:00,-2.55
10-09-2024 17:00,-2.74
06-09-2024 17:00,-2.91
02-09-2024 17:00,-2.41
30-08-2024 17:00,-1.8
27-08-2024 17:00,-1.81
24-08-2024 17:30,-1.4
21-08-2024 17:30,-1.41
18-08-2024 17:30,-2.77
15-08-2024 17:30,-2.32
12-08-2024 17:30,-2.52
09-08-2024 17:30,-2.69
06-08-2024 17:30,-0.86
03-08-2024 17:30,-1.72
31-07-2024 17:30,-1.81
28-07-2024 17:30,-1.48
24-07-2024 17:30,-1.52
22-07-2024 17:30,-1.84
20-07-2024 17:30,-2.08
18-07-2024 17:30,-1.95
16-07-2024 17:30,-1.85
14-07-2024 17:30,-1.54
12-07-2024 17:30,-1.56
10-07-2024 17:30,-2.14
08-07-2024 17:30,-3.42
04-07-2024 17:30,-2.69
02-07-2024 17:30,-2.21
