Date/Time,Movement
19-11-2024 20:00,-10.7933333
19-11-2024 07:30,-10.2133333
18-11-2024 20:00,-10.5033333
18-11-2024 14:00,-10.0733333
18-11-2024 07:30,-9.9833333
17-11-2024 20:00,-10.0933333
17-11-2024 14:00,-9.7933333
17-11-2024 07:30,-9.7933333
16-11-2024 20:00,-9.7933333
16-11-2024 14:00,-10.3533333
16-11-2024 07:30,-9.2633333
15-11-2024 20:00,-9.2533333
15-11-2024 14:00,-9.5333333
15-11-2024 07:30,-9.2633333
14-11-2024 20:00,-9.3633333
14-11-2024 14:00,-9.3833333
14-11-2024 07:30,-9.6833333
13-11-2024 20:00,-9.0333333
13-11-2024 14:00,-9.0633333
13-11-2024 07:30,-8.8233333
12-11-2024 20:00,-8.9633333
12-11-2024 14:00,-8.7833333
12-11-2024 07:30,-8.5533333
11-11-2024 20:00,-8.1933333
11-11-2024 14:00,-8.3533333
11-11-2024 07:30,-8.9033333
10-11-2024 20:00,-8.8733333
10-11-2024 14:00,-8.7733333
10-11-2024 07:30,-8.5733333
09-11-2024 20:00,-8.9433333
09-11-2024 14:00,-8.5633333
09-11-2024 07:30,-8.3333333
08-11-2024 20:00,-9.7533333
08-11-2024 14:00,-9.3233333
08-11-2024 07:30,-8.2733333
07-11-2024 20:00,-9.4033333
07-11-2024 14:00,-9.2633333
07-11-2024 07:30,-8.2233333
06-11-2024 20:00,-7.9333333
06-11-2024 14:00,-7.9933333
06-11-2024 07:30,-8.0233333
05-11-2024 20:00,-8.6233333
05-11-2024 14:00,-8.4433333
05-11-2024 08:00,-7.7833333
04-11-2024 23:00,-7.9933333
04-11-2024 14:00,-7.8933333
04-11-2024 08:00,-7.5933333
03-11-2024 23:00,-8.08
03-11-2024 08:00,-7.81
02-11-2024 20:00,-7.32
02-11-2024 08:00,-7.34
01-11-2024 20:00,-7.14
01-11-2024 08:00,-7.18
31-10-2024 20:00,-7.19
31-10-2024 08:00,-7.38
30-10-2024 20:00,-6.42
30-10-2024 08:00,-5.6
29-10-2024 20:00,-6.3
29-10-2024 08:00,-6.02
28-10-2024 20:00,-5.98
28-10-2024 08:00,-5.89
27-10-2024 08:00,-6.36
26-10-2024 20:00,-6.62
26-10-2024 08:00,-6.05
25-10-2024 20:00,-5.26
25-10-2024 12:00,-4.9933333
25-10-2024 08:00,-4.99
24-10-2024 20:00,-4.44
24-10-2024 08:00,-3.4
22-10-2024 08:00,-1.39
21-10-2024 20:00,-1.61
21-10-2024 08:00,-1.49
20-10-2024 20:00,-1.22
20-10-2024 08:00,-1.33
19-10-2024 20:00,-1.1633333
19-10-2024 08:00,-1.1933333
18-10-2024 20:00,-1.19
18-10-2024 08:00,-1.05
17-10-2024 20:00,-1.85
17-10-2024 08:00,-1.51
16-10-2024 20:00,-2.2
16-10-2024 08:00,-1.19
15-10-2024 20:00,-0.96
15-10-2024 11:00,-1.25
15-10-2024 08:00,-0.28
15-10-2024 03:00,-0.64
14-10-2024 23:00,-0.68
14-10-2024 20:00,-1.02
14-10-2024 15:00,-1.12
14-10-2024 11:00,-1.05
14-10-2024 08:00,-0.43
14-10-2024 03:00,-0.93
13-10-2024 23:00,-0.24
13-10-2024 20:00,-0.44
13-10-2024 15:00,-0.47
13-10-2024 11:00,-1
13-10-2024 08:00,-0.82
13-10-2024 03:00,-0.42
12-10-2024 23:00,-0.51
12-10-2024 20:00,-0.44
12-10-2024 15:00,-0.91
12-10-2024 11:00,-1
12-10-2024 08:00,-0.59
12-10-2024 03:00,-0.7
11-10-2024 23:00,-0.74
11-10-2024 20:00,-1.25
11-10-2024 15:00,-1.17
11-10-2024 11:00,-0.9
11-10-2024 08:00,-1
11-10-2024 03:00,-0.91
10-10-2024 23:00,-0.99
10-10-2024 20:00,-0.84
10-10-2024 15:00,-1
10-10-2024 11:00,-1.14
10-10-2024 08:00,-0.9
10-10-2024 03:00,-1.08
09-10-2024 23:00,-0.97
09-10-2024 20:00,-0.72
09-10-2024 15:00,-1.09
09-10-2024 11:00,-1.02
09-10-2024 08:00,-0.99
09-10-2024 03:00,-1.02
08-10-2024 23:00,-0.93
08-10-2024 20:00,-0.67
08-10-2024 15:00,-0.51
08-10-2024 11:00,-0.97
08-10-2024 08:00,-0.92
08-10-2024 03:00,-1.27
07-10-2024 23:00,-1
07-10-2024 20:00,-1.14
07-10-2024 15:00,-1.49
07-10-2024 11:00,-1.29
07-10-2024 08:00,-0.89
07-10-2024 03:00,-0.46
06-10-2024 23:00,-0.66
06-10-2024 20:00,-0.6
06-10-2024 15:00,-0.67
06-10-2024 11:00,-0.29
06-10-2024 08:00,-1.56
06-10-2024 03:00,-1.05
05-10-2024 23:00,-0.91
05-10-2024 20:00,-1.08
05-10-2024 15:00,-1.36
05-10-2024 11:00,-1.78
05-10-2024 08:00,-1.15
05-10-2024 03:00,-2.07
04-10-2024 23:00,-1.94
04-10-2024 20:00,-1.72
04-10-2024 15:00,-1.18
04-10-2024 11:00,-1.89
04-10-2024 08:00,-2.3
04-10-2024 03:00,-2.42
03-10-2024 23:00,-2.41
03-10-2024 20:00,-2.74
03-10-2024 17:00,-2.61
30-09-2024 17:00,-2.89
27-09-2024 17:00,-3.25
24-09-2024 17:00,-3.07
20-09-2024 17:00,-3.25
17-09-2024 17:00,-3.38
14-09-2024 17:00,-3.02
10-09-2024 17:00,-3.13
06-09-2024 17:00,-3.32
